url,price_cleaned,period,title,property_type,bedrooms,bathrooms,property_address,size_sqm,self_contained,condition,furnishing,toilets,legal_and_agreement_fee,caution_fee,minimum_rental_period,amenities_count,amenities,estate_name,agency_fee,total_fee,service_charge_fee,service_charge_covers,subtype
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-bungalow-in-port-harcourt-for-rent-5KHAGCXE6hEz3GkjtRKE22N7.html?page=4&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=79,3000000,per annum,3bdrm Bungalow in Port-Harcourt for rent,Bungalow,3,3,"Glory Avenue, Akpajo, Port Harcourt",465,,Fairly Used,Unfurnished,3,,,,8,"Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,,,,,
https://jiji.ng/asokoro/houses-apartments-for-rent/3bdrm-bungalow-in-kpaduma1-asokoro-for-rent-8iRyrGomWoELJt8wRlTkU4b3.html?page=8&pos=5&cur_pos=5&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=439,5000000,per annum,"3bdrm Bungalow in Kpaduma1, Asokoro for rent",Bungalow,3,3,asokoro extension,1000,,Renovated,Unfurnished,4,500000,,12 Month,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor",kpaduma1,500000,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-7tVtrR1J8XBXumVwgxhNKXxd.html?page=9&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=193,2000000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,2,"Eagle Island, Port Harcourt",465,,Fairly Used,Unfurnished,3,,,,7,"Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Wardrobe",,,,200000,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-apartment-in-port-harcourt-for-rent-l2W5ZlDAKa1Xm1tH8yqAhrTl.html?page=10&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=218,1500000,per annum,2bdrm Apartment in Port-Harcourt for rent,Apartment,2,2,"New Road, Ada George, Port Harcourt",465,,Fairly Used,Unfurnished,3,,,,5,"Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Wardrobe",,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-BCkcWraPwMkcMUmskybnx8yZ.html?page=6&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=131,2500000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,4,NDDC off IWOFE,555,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/enugu-north/houses-apartments-for-rent/3bdrm-apartment-in-enugu-for-rent-iLIAzQZoY1AR3g5plfWxDdg9.html?page=1&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=270,1000000,per annum,3bdrm Apartment in Enugu for rent,Apartment,3,2,Tanker park Trans-Ekulu Enigu,150,Yes,Fairly Used,Semi-Furnished,2,100000,100000,12 Month,5,"Balcony, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pre-Paid Meter",,100000,300000,,,
https://jiji.ng/kubwa/houses-apartments-for-rent/2bdrm-duplex-in-chikakore-kubwa-for-rent-fw7uv3ODdGVSwonIrhX9ss8z.html?page=2&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=299,3000000,per annum,2bdrm Duplex in Chikakore Kubwa for rent,Duplex,2,3,Chikakore kubwa,1000,,Newly-Built,Semi-Furnished,3,,,12 Month,12,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Chikakore kubwa,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-paradisde-estate-port-harcourt-for-rent-hNtGa3DJtp4AWQFe6ERPTuQW.html?page=4&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=90,2000000,per annum,"2bdrm Block of Flats in Paradisde Estate, Port-Harcourt for rent",Block of Flats,2,3,paradise estate off eliozu port Harcourt,555,,Newly-Built,Unfurnished,,,,,0,,Paradisde Estate,,,,,
https://jiji.ng/jahi/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-tconnectprops-jahi-for-rent-xgOdiIJLspPlbAZAGtegjLnR.html?page=2&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=303,14000000,per annum,"4bdrm Townhouse / Terrace in Tconnectprops, Jahi for rent",Townhouse / Terrace,4,3,JAHI by Gilmore,350,,Newly-Built,Semi-Furnished,4,20,500000,12 Month,11,"Balcony, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Tconnectprops,,,,,Semi-Detached
https://jiji.ng/galadimawa/houses-apartments-for-rent/3bdrm-duplex-in-h-j-galadimawa-for-rent-1m3xdYXrY1MGkCI1jeORsEc5.html?page=4&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=354,7000000,per annum,"3bdrm Duplex in H&J, Galadimawa for rent",Duplex,3,3,Heaven and Joy Estate Galadimawa with Star Link,1020,,Newly-Built,Semi-Furnished,4,,,,13,"Chandelier, Balcony, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",H&J,,,,,
https://jiji.ng/ph-gra-phase-1/houses-apartments-for-rent/3bdrm-bungalow-in-presidential-estate-gra-phase-1-port-harcourt-3wlYzfHdSni8uxK6HDZifmxi.html?page=10&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=237,12000000,per annum,"3bdrm Bungalow in Presidential Estate, GRA Phase 1 / Port-Harcourt",Bungalow,3,4,Gra,655,Yes,Fairly Used,Unfurnished,,,,12 Month,0,,Presidential estate,,,,,Detached
https://jiji.ng/katampe-extension/houses-apartments-for-rent/4bdrm-duplex-in-diplomatic-hill-katampe-extension-for-rent-uHWHXVrax8DTOBjSOQx0i2JT.html?page=2&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=296,25000000,per annum,"4bdrm Duplex in Diplomatic Hill, Katampe Extension for rent",Duplex,4,5,Katampe extension,500,,Newly-Built,Unfurnished,5,2500000,,12 Month,9,"Chandelier, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor",Diplomatic Hill Estate,2500000,,,,
https://jiji.ng/osborne-foreshore-estate/houses-apartments-for-rent/4bdrm-duplex-in-osborne-foreshore-for-rent-psI6rais4GyulxnmyaZWc9Uq.html?page=9&pos=23&cur_pos=23&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=481,45000000,per annum,4bdrm Duplex in Osborne Foreshore for rent,Duplex,4,4,Osborne foreshore estate ikoyi,300,,Newly-Built,Semi-Furnished,5,4500000,4500000,12 Month,17,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",Osborne foreshore estate ikoyi,4500000,13500000,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-christmas-village-port-harcourt-for-rent-dYkCCfgNisaG1yUkKUL3UBnY.html?page=8&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=186,2500000,per annum,"2bdrm Block of Flats in Christmas Village, Port-Harcourt for Rent",Block of Flats,2,3,Eagle Island by Agip,555,,Newly-Built,Semi-Furnished,,,,,16,"Air Conditioning, 24-hour Electricity, Refrigerator, Wardrobe, Dishwasher, Pop Ceiling, Balcony, Microwave, Pre-Paid Meter, TV, Dining Area, Tiled Floor, Chandelier, Kitchen Cabinets, Kitchen Shelf, Hot Water",Christmas Village,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-rumuebekwe-estate-port-harcourt-for-rent-zW8rcjiIViSdNxpzyYuoNxVv.html?page=11&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=246,6000000,per annum,"4bdrm Duplex in Rumuebekwe Estate, Port-Harcourt for rent",Duplex,4,5,Rumuebekwe,465,,Newly-Built,Unfurnished,,,,,0,,Rumuebekwe Estate,,,,,
https://jiji.ng/utako/houses-apartments-for-rent/3bdrm-block-of-flats-in-utako-for-rent-dfkAvyyM3fVHtVv7WFcQnTFf.html?page=9&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=468,500000000,per annum,3bdrm Block of Flats in Utako for rent,Block of Flats,3,4,Utako,1214,,Renovated,Unfurnished,4,,,,0,,Utako,,,,,
https://jiji.ng/mabuchi/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-mabushi-for-rent-ktnNKooqFKzh5XKcAHZjljGk.html?page=3&pos=2&cur_pos=2&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=316,15000000,per annum,4bdrm Townhouse / Terrace in Mabushi for rent,Townhouse / Terrace,4,5,Mabushi,1000,,Newly-Built,Semi-Furnished,5,,,12 Month,12,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Mabushi,,,,,Semi-Detached
https://jiji.ng/lagos-abule-egba/houses-apartments-for-rent/furnished-4bdrm-house-in-abule-egba-for-rent-vaJ9AEEzz9SXVE5SxBOlPgdm.html?page=8&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=438,2000000,per annum,Furnished 4bdrm House in Abule Egba for rent,House,4,4,Meiran,14,,Old,Furnished,4,,,1 Day,0,,,,,,,
https://jiji.ng/rumuigbo/houses-apartments-for-rent/2bdrm-block-of-flats-in-radio-estate-rumuigbo-for-rent-O2jhwaFGnRjxpAnH6HKBtdL.html?page=5&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=97,2000000,per annum,"2bdrm Block of Flats in Radio Estate, Rumuigbo for rent",Block of Flats,2,3,Radio estate off NTA Mgbuoba Road,465,,Newly-Built,Unfurnished,,,,,0,,Radio estate,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-corporative-port-harcourt-for-rent-rBhOEaRke4kTbN1ohDLCdXMd.html?page=7&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=161,2500000,per annum,"2bdrm Block of Flats in Shell Corporative, Port-Harcourt for rent",Block of Flats,2,3,Shell corporative off eliozu,555,,Newly-Built,Unfurnished,,,,,0,,Shell corporative,,,,,
https://jiji.ng/choba/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-choba-for-rent-wSRQxf2Kk8x3WidKqbk9zqOc.html?page=10&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=216,1500000,per annum,Furnished 2bdrm Block of Flats in Choba for rent,Block of Flats,2,2,EGBELU,2000,,Newly-Built,Furnished,,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-harmony-naf-estate-port-harcourt-for-rent-kf3RZyvNfHBMyxdZp8Y6Fjs5.html?page=4&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=74,15000000,per annum,"4bdrm Duplex in Harmony Naf Estate, Port-Harcourt for rent",Duplex,4,5,Naf Estate Airforce Road,555,,Fairly Used,Semi-Furnished,,,,,15,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",Harmony NAF Estate,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-block-of-flats-in-rumuokurushi-port-harcourt-for-rent-bzhEIzAK8Ou8tTCcbOptblTj.html?page=12&pos=2&cur_pos=2&ads_per_page=3&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=265,1200000,per annum,"1bdrm Block of Flats in Rumuokurushi, Port-Harcourt for rent",Block of Flats,1,1,Rumuokurushi,465,,Newly-Built,Semi-Furnished,2,,,12 Month,11,"24-hour Electricity, Balcony, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Rumuokurushi,,,,,
https://jiji.ng/akobo/houses-apartments-for-rent/4bdrm-bungalow-in-akobo-for-rent-8ZwrUJbIohWjiQrqFr9fKJYm.html?page=6&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=389,6500000,per annum,4bdrm Bungalow in Akobo for rent,Bungalow,4,4,Carlton Gate estate,750,,Renovated,Semi-Furnished,4,,,12 Month,10,"24-hour Electricity, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-bungalow-in-port-harcourt-for-rent-8ILPLafgRZhqtrVKBtWhgPF7.html?page=2&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=34,4000000,per annum,4bdrm Bungalow in Port-Harcourt for rent,Bungalow,4,5,Erico off iwofe road,465,,Fairly Used,Unfurnished,5,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-bungalow-in-port-harcourt-for-rent-cNDCs7PGSBaQfzLcRJjaWBoc.html?page=8&pos=13&cur_pos=13&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=180,45000000,per annum,4bdrm Bungalow in Port-Harcourt for rent,Bungalow,4,5,Eliozu,465,,Fairly Used,Unfurnished,,,,,0,,,,,,,Detached
https://jiji.ng/ajayi-road/houses-apartments-for-rent/4bdrm-duplex-in-ajayi-road-for-rent-3YXxYDXipgrNSYofZ7F6yfzE.html?page=2&pos=1&cur_pos=1&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=291,15000000,per annum,4bdrm Duplex in Ajayi Road for rent,Duplex,4,4,Ogba,600,,Renovated,Unfurnished,,,,12 Month,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-lhfLSn2SxolWpeAAGiv7UGOP.html?page=1&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=14,4000000,per annum,3bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,3,4,"stadium Road, portharcourt",930,,Newly-Built,Unfurnished,,,,,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,,,,,
https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-2-port-harcourt-for-rent-gpSVOgl1JPBgjrG69Lj6aNCk.html?page=11&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=259,10000000,per annum,3bdrm Block of Flats in GRA Phase 2 / Port-Harcourt for rent,Block of Flats,3,4,GRA,465,Yes,Newly-Built,Semi-Furnished,,,,12 Month,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-eliozu-port-harcourt-for-rent-k18LdVO9d9bKtarFZdqv4vah.html?page=2&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=40,5000000,per annum,"3bdrm Duplex in Eliozu, Port-Harcourt for rent",Duplex,3,4,Eliozu,456,,Fairly Used,Unfurnished,,,,,0,,Eliozu,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-atali-port-harcourt-for-rent-pBxeklmJbnoNNhhRSxMWWlWr.html?page=1&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=7,1700000,per annum,"2bdrm Block of Flats in Atali, Port-Harcourt for rent",Block of Flats,2,2,Atali,465,,Newly-Built,Semi-Furnished,3,,,12 Month,13,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Atali,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-tK6brtpDSOI1FdWVYGYIOfq8.html?page=8&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=173,6000000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,3,GRA,465,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-shared-apartment-in-van-daniels-estate-lekki-for-rent-5xSO7cDJGGxm4IxoWhvh3m1T.html?page=7&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=426,550000,per month,"Furnished 4bdrm Shared Apartment in Van Daniels Estate, Lekki for rent",Shared Apartment,4,5,LAGOS ISLAND,400,,Renovated,Furnished,5,,,1 Day,14,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",VAN DANIELS ESTATE,,,,,
https://jiji.ng/asokoro/houses-apartments-for-rent/6bdrm-duplex-in-naf-valley-estate-for-rent-tKDdPNUpuXAT1fB8y0u4I0Be.html?page=8&pos=7&cur_pos=7&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=441,28000000,per annum,"6bdrm Duplex in Naf Valley Estate, for rent",Duplex,6,7,NAF VALLEY ESTATE,1500,,Fairly Used,Semi-Furnished,7,,,,13,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Wardrobe","NAF Valley Estate, Asokoro",,,,,
https://jiji.ng/festac/houses-apartments-for-rent/2bdrm-apartment-in-festac-for-rent-v5RJgRFxmqNWyNBzUKOYCAiH.html?page=4&pos=19&cur_pos=19&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=357,2500000,per annum,2bdrm Apartment in Festac for rent,Apartment,2,2,Festac town,,,,Semi-Furnished,,,,,0,,,,,,,
https://jiji.ng/ajah/houses-apartments-for-rent/2bdrm-house-in-ikota-ajah-for-rent-7rpBePL7hx6SJiUm7Lyu2Uwt.html?page=1&pos=19&cur_pos=19&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=285,3500000,per annum,"2bdrm House in Ikota, Ajah for rent",House,2,2,Ikota,500,,Fairly Used,Unfurnished,2,,,12 Month,0,,Ikota,,,,,
https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/2bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-oWCpouGFeqZ154zRukWiSGHY.html?page=5&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=102,4000000,per annum,2bdrm Duplex in GRA Phase 2 / Port-Harcourt for rent,Duplex,2,3,Shell corperative Eneka,655,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-agip-estate-port-harcourt-for-rent-9PCnLuoGucJUjEitrJS9jZWQ.html?page=7&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=154,2500000,per annum,"2bdrm Block of Flats in Agip Estate, Port-Harcourt for rent",Block of Flats,2,3,AGIP Estate,465,,Fairly Used,Semi-Furnished,,,,,11,"24-hour Electricity, Air Conditioning, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",AGIP Estate,,,,,
https://jiji.ng/ikota/houses-apartments-for-rent/furnished-4bdrm-house-in-ikota-for-rent-sfGFA4NYnh8MhGOFbdzheLdC.html?page=7&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=422,15000000,per annum,Furnished 4bdrm House in Ikota for rent,House,4,4,"Royal pine estate, Orchid",250,,Newly-Built,Furnished,5,,,12 Month,15,"Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Refrigerator, TV, Wardrobe",,,,,,Detached
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-peter-odili-port-harcourt-for-rent-8RNVye5pZQEO3XXo0ncjXFDt.html?page=6&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=141,10000000,per annum,"4bdrm Duplex in Peter Odili, Port-Harcourt for rent",Duplex,4,5,Peter odili road,555,,Fairly Used,Semi-Furnished,,,,,0,,Peter odili,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-paradise-estate-port-harcourt-for-rent-BNFdbq3Y9op88iBnEgxbQYX0.html?page=3&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=69,3500000,per annum,"3bdrm Block of Flats in Paradise Estate, Port-Harcourt for rent",Block of Flats,3,4,Shell corporative eneka,655,,Newly-Built,Unfurnished,,,,,9,"Balcony, Chandelier, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Paradise estate,,,,,
https://jiji.ng/obio-akpor/houses-apartments-for-rent/2bdrm-block-of-flats-in-apu-road-obio-akpor-for-rent-ttnc3IDCEKYJMe11SRlhxNbL.html?page=11&pos=9&cur_pos=9&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=248,2000000,per annum,"2bdrm Block of Flats in Apu Road, Obio-Akpor for rent",Block of Flats,2,2,Rukpuokwu,465,,Newly-Built,Semi-Furnished,3,,,12 Month,9,"24-hour Electricity, Dining Area, Dishwasher, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Apu road,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-port-harcourt-for-rent-5B1VjgkaA9HAUIbPyUTJtvGA.html?page=8&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=182,5000000,per annum,"3bdrm Block of Flats in Gra, Port-Harcourt for rent",Block of Flats,3,4,GRA,555,,Newly-Built,Unfurnished,,,,,0,,GRA,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-dap-estate-port-harcourt-for-rent-yJeST7ARiuAph9M4EiOU0vbu.html?page=9&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=209,1500000,per annum,"Furnished 2bdrm Block of Flats in Dap Estate, Port-Harcourt for rent",Block of Flats,2,3,New Road off Ada George,59,,Newly-Built,Furnished,,,,,12,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",DAP Estate,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-fKsZpf5BJ72c95CDBdWNHOD5.html?page=1&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=21,3000000,per annum,"2bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",Block of Flats,2,3,"Eliozu, Port Harcourt",500,,Newly-Built,Unfurnished,3,,,,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Shell Cooperative estate,,,,,
https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/2bdrm-duplex-in-dap-estate-gra-phase-2-port-harcourt-for-rent-g51af0kEUehGTNIBaQiLq30o.html?page=8&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=187,5000000,per annum,"2bdrm Duplex in Dap Estate, GRA Phase 2 / Port-Harcourt for rent",Duplex,2,3,ozuoba junction,555,,Fairly Used,Unfurnished,,,,,0,,DAP ESTATE,,,,,
https://jiji.ng/ikeja-gra/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikeja-gra-for-rent-8xLY2mVi36YzuilH2Ht9sGK0.html?page=4&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=351,15000000,per annum,4bdrm Townhouse / Terrace in Ikeja GRA for rent,Townhouse / Terrace,4,4,gra,2000,,Fairly Used,Unfurnished,,,,12 Month,0,,,,,,,
https://jiji.ng/wuye/houses-apartments-for-rent/4bdrm-duplex-in-bricks-court-wuye-for-rent-mmwBXI9iqpJbUTPQ14vsb6Dl.html?page=2&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=293,15000000,per annum,"4bdrm Duplex in Bricks Court, Wuye for rent",Duplex,4,5,Wuye by Zatec,500,,Newly-Built,Unfurnished,6,3000000,,,9,"Dining Area, Chandelier, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Bricks Court,3000000,,,,
