source,url,title,price,period,property_type,bedrooms,bathrooms,toilets,property_address,size_sqm,furnishing,condition,amenities,description
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-fKsZpf5BJ72c95CDBdWNHOD5.html?page=1&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=21,"2bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",3000000.0,per annum,Block of Flats,2.0,3.0,3.0,"Eliozu, Port Harcourt",500.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/2bdrm-duplex-in-dap-estate-gra-phase-2-port-harcourt-for-rent-g51af0kEUehGTNIBaQiLq30o.html?page=8&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=187,"2bdrm Duplex in Dap Estate, GRA Phase 2 / Port-Harcourt for rent",5000000.0,per annum,Duplex,2.0,3.0,,ozuoba junction,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/ikeja-gra/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikeja-gra-for-rent-8xLY2mVi36YzuilH2Ht9sGK0.html?page=4&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=351,4bdrm Townhouse / Terrace in Ikeja GRA for rent,15000000.0,per annum,Townhouse / Terrace,4.0,4.0,,gra,2000.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/wuye/houses-apartments-for-rent/4bdrm-duplex-in-bricks-court-wuye-for-rent-mmwBXI9iqpJbUTPQ14vsb6Dl.html?page=2&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=293,"4bdrm Duplex in Bricks Court, Wuye for rent",15000000.0,per annum,Duplex,4.0,5.0,6.0,Wuye by Zatec,500.0,Unfurnished,Newly-Built,"Dining Area, Chandelier, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/uyo/houses-apartments-for-rent/5bdrm-duplex-in-shelter-afrique-uyo-for-rent-l7qrIS4Dv1Jvwt1xEBAcZ2wU.html?page=3&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=330,"5bdrm Duplex in Shelter Afrique, Uyo for rent",8000000.0,per annum,Duplex,5.0,6.0,6.0,Shelter Afrique Estate,1000.0,Semi-Furnished,Fairly Used,"Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-port-harcourt-for-rent-hqnkbWIYiuLY9BYOR2e74MBo.html?page=6&pos=2&cur_pos=2&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=121,3bdrm Duplex in Port-Harcourt for rent,3500000.0,per annum,Duplex,3.0,4.0,,Stadium Road,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/ojodu/houses-apartments-for-rent/2bdrm-apartment-in-ojodu-for-rent-mxHUVymVBbYTLbso9oNl09zs.html?page=8&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=443,2bdrm Apartment in Ojodu for rent,3000000.0,per annum,Apartment,2.0,2.0,2.0,Olowora,658.0,Semi-Furnished,Fairly Used,"Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-beverly-edwards-port-harcourt-rVSM0OzUNdwiu3ikREzCGek5.html?page=8&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=189,"Furnished 2bdrm Block of Flats in Beverly Edwards, Port-Harcourt",1500000.0,per annum,Block of Flats,2.0,3.0,,cornerstone AIT off NTA road,555.0,Furnished,Fairly Used,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-agip-estate-port-harcourt-for-rent-muXTQnF1yAynS2zrjzdc24Uv.html?page=5&pos=8&cur_pos=8&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=103,"2bdrm Block of Flats in Agip Estate, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,AGIP Estate,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/lugbe/houses-apartments-for-rent/3bdrm-bungalow-in-lugbe-district-for-rent-zSnWLKn2GS72enXnRtNQnup.html?page=4&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=352,3bdrm Bungalow in Lugbe District for rent,3000000.0,,Bungalow,3.0,3.0,4.0,"Lugbe, after chicken republic, Abuja.",100.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-port-harcourt-for-rent-hdeb5tGTe0MNSJR9He8tna5Y.html?page=8&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=185,2bdrm Duplex in Port-Harcourt for rent,5000000.0,per annum,Duplex,2.0,3.0,,Off Sani abacha,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-lekki-enclave-road-for-rent-zw1uVPs9EDSb7pE9qt2XjtVZ.html?page=6&pos=5&cur_pos=5&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=391,3bdrm Apartment in Lekki Enclave Road for rent,12000000.0,per annum,Apartment,3.0,4.0,4.0,Ikate lekki,110.0,Unfurnished,Renovated,"24-hour Electricity, Chandelier, Dining Area, Kitchen Cabinets, Microwave, Pop Ceiling, Pre-Paid Meter",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-tD55CfOI0fMmRVUyhBY8o5zv.html?page=6&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=143,3bdrm Block of Flats in Port-Harcourt for rent,6000000.0,per annum,Block of Flats,3.0,4.0,,Stadium road,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/eliozu/houses-apartments-for-rent/4bdrm-bungalow-in-eliozu-for-rent-QnKID75McHPLWgYVu1eeu4n.html?page=3&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=66,4bdrm Bungalow in Eliozu for rent,5000000.0,,Bungalow,4.0,5.0,,GU Ake by Mattoris supermarket,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/gaduwa/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-gaduwa-for-rent-q2AC3IrAX17sOY5wDNk0IXnI.html?page=9&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=479,4bdrm Townhouse / Terrace in Gaduwa for rent,8500000.0,per annum,Townhouse / Terrace,4.0,4.0,5.0,Gaduwa,1000.0,Unfurnished,Newly-Built,"Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-cedarwood-estate-port-harcourt-for-rent-tRhbe9tBdKX6CJw2fw09gzkr.html?page=1&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=13,"2bdrm Block of Flats in Cedarwood Estate, Port-Harcourt for rent",4000000.0,per annum,Block of Flats,2.0,3.0,3.0,SARS Road,465.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-port-harcourt-for-rent-aG4ucoxMzftbZWuuSntmyVf9.html?page=4&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=89,3bdrm Duplex in Port-Harcourt for rent,5000000.0,per annum,Duplex,3.0,4.0,,Shell corporative,555.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/agboyi-ketu/houses-apartments-for-rent/2bdrm-block-of-flats-in-agboyi-ketu-for-rent-zBYh3twPiioX5736w4oDOcMW.html?page=4&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=342,2bdrm Block of Flats in Agboyi/Ketu for rent,4000000.0,per annum,Block of Flats,2.0,2.0,3.0,Ketu,468.0,Semi-Furnished,Newly-Built,"Balcony, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/omole-phase-1/houses-apartments-for-rent/5bdrm-duplex-in-omole-phase1-ikeja-for-rent-oV3igvXaz3ofyIOzuNGUXDJp.html?page=6&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=399,5bdrm Duplex in Omole Phase1 Ikeja for rent,16000000.0,per annum,Duplex,5.0,6.0,7.0,Omole GRA Ph 1,350.0,Semi-Furnished,Fairly Used,"Pre-Paid Meter, Dining Area, Tiled Floor, 24-hour Electricity, Chandelier, Kitchen Cabinets, Kitchen Shelf, Hot Water, Wardrobe, Pop Ceiling, Balcony",
Jiji,https://jiji.ng/rumueprikom/houses-apartments-for-rent/2bdrm-block-of-flats-in-lifeforte-rumueprikom-for-rent-rNoEtghGixGilCJRhkWkaeOA.html?page=1&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=4,"2bdrm Block of Flats in Lifeforte, Rumueprikom for rent",1500000.0,per annum,Block of Flats,2.0,3.0,3.0,"Iwofe axis, Lifeforte road",580.0,Unfurnished,Newly-Built,"Balcony, Dining Area, Kitchen Cabinets, Kitchen Shelf, Tiled Floor",
Jiji,https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-g-r-a-ikota-for-rent-v9Vpo4jy3y58KzBgw3sRerm3.html?page=8&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=442,"4bdrm Duplex in G.R.A, Ikota for rent",8000000.0,per annum,Duplex,4.0,4.0,5.0,"7C PRIME IKOTA G.R.A, LEKKI LAGOS STATE",300.0,Unfurnished,Renovated,"Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/jahi/houses-apartments-for-rent/furnished-studio-apartment-in-jahi-for-rent-zxwflxIRX2G5Af9dFwIrMMCg.html?page=8&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=448,Furnished Studio Apartment in Jahi for rent,4500000.0,per annum,Studio Apartment,1.0,1.0,1.0,katampe road,120.0,Furnished,Newly-Built,"24-hour Electricity, Air Conditioning, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Wi-Fi, Wardrobe, TV, Tiled Floor, Refrigerator, Pre-Paid Meter",
Jiji,https://jiji.ng/lekki-expressway/houses-apartments-for-rent/furnished-2bdrm-apartment-in-mod-infinity-luxury-lekki-expressway-dYRrrDp9rsexV3bcPz7eZ8iR.html?page=8&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=455,"Furnished 2bdrm Apartment in Mod Infinity Luxury, Lekki Expressway",31500000.0,per month,Apartment,2.0,2.0,3.0,Orofun Town,5000.0,Furnished,Fairly Used,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/satellite-town/houses-apartments-for-rent/furnished-3bdrm-apartment-in-newsite-off-navy-satellite-town-for-rent-q8sRRdBowQL1Xp9bsxhTkONV.html?page=9&pos=18&cur_pos=18&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=476,"Furnished 3bdrm Apartment in Newsite Off Navy, Satellite Town for rent",3000000.0,per annum,Apartment,3.0,3.0,,Alakija,650.0,Furnished,Newly-Built,"Balcony, Dining Area, Dishwasher, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/life-camp/houses-apartments-for-rent/furnished-4bdrm-duplex-in-life-camp-for-rent-hP16Lrbd377A2SpbWT0GRxvN.html?page=10&pos=23&cur_pos=23&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=505,Furnished 4bdrm Duplex in Life Camp for rent,15000000.0,per annum,Duplex,4.0,4.0,5.0,Life camp,250.0,Furnished,Fairly Used,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",
Jiji,https://jiji.ng/agboyi-ketu/houses-apartments-for-rent/mini-flat-in-ajelogo-agboyi-ketu-for-rent-BeDFROomOuH9B6uJr79ISLpw.html?page=5&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=366,"Mini Flat in Ajelogo, Agboyi/Ketu for rent",1000000.0,per annum,Mini Flat,1.0,1.0,1.0,ajelogo road,524.0,Semi-Furnished,Renovated,"Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/katampe-main/houses-apartments-for-rent/3bdrm-block-of-flats-in-katampe-main-for-rent-dR7X7P1RzZ9w82C5f7cF8tNG.html?page=5&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=365,3bdrm Block of Flats in Katampe (Main) for rent,5500000.0,per annum,Block of Flats,3.0,3.0,4.0,Katampe main,350.0,Unfurnished,Newly-Built,"Balcony, Chandelier, Dining Area, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/jahi/houses-apartments-for-rent/3bdrm-apartment-in-jahi-for-rent-mosp2GJMhQcOAJRHg7dBsw0z.html?page=2&pos=2&cur_pos=2&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=292,3bdrm Apartment in Jahi for rent,10000000.0,per annum,Apartment,3.0,5.0,5.0,Jahi by gilmore,1800.0,Unfurnished,Newly-Built,"Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-presidential-estate-port-harcourt-for-rent-5xgFB2Zji29yih4dQmXdnuU0.html?page=4&pos=10&cur_pos=10&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=81,"4bdrm Duplex in Presidential Estate, Port-Harcourt for rent",10000000.0,per annum,Duplex,4.0,4.0,,GRA off Mummy B,1755.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/wuse-ii/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-wuse-2-for-rent-uhFPLvBxTmHWxjZhDLWNsJoX.html?page=6&pos=16&cur_pos=16&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=402,4bdrm Townhouse / Terrace in Wuse 2 for rent,35000000.0,per annum,Townhouse / Terrace,4.0,4.0,5.0,Wuse 2,300.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-tJrsikd2wMxzN9z2OhFv2sLI.html?page=11&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=260,2bdrm Block of Flats in Port-Harcourt for rent,1500000.0,per annum,Block of Flats,2.0,2.0,,Iwofe,435.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/lugbe/houses-apartments-for-rent/3bdrm-apartment-in-new-planet-homes-lugbe-district-for-rent-rbWrLGikxteyEmJOERJbD8wb.html?page=1&pos=14&cur_pos=14&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=280,"3bdrm Apartment in New Planet Homes, Lugbe District for rent",4000000.0,per annum,Apartment,3.0,4.0,4.0,"Along Voice of Nigeria Axis, Lugbe",450.0,Unfurnished,Fairly Used,"Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-for-rent-q7dmqmQHosLnyKLZL5RntEmO.html?page=10&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=230,3bdrm Block of Flats in Gra Phase 3 for rent,5000000.0,per annum,Block of Flats,3.0,3.0,4.0,WAMI STREET GRA PHASE 3,495.0,Unfurnished,Newly-Built,"Pop Ceiling, Balcony, Dining Area, Kitchen Cabinets, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/5bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-6xTFuQuk1XHiFzDbKbsRfiTR.html?page=3&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=52,"5bdrm Duplex in Gra Phase 2, Port-Harcourt for rent",12000000.0,per annum,Duplex,5.0,6.0,,GRA phase 2,555.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-pMTvO0StYxdCQqKfWxuZZXBj.html?page=2&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=41,2bdrm Block of Flats in Port-Harcourt for rent,2000000.0,per annum,Block of Flats,2.0,3.0,,Sars road,465.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-agip-estate-port-harcourt-for-rent-tGCmKalWKs9Frd9xEdpaWPfg.html?page=3&pos=7&cur_pos=7&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=54,"2bdrm Block of Flats in Agip Estate, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,AGIP Estate,555.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-port-harcourt-for-rent-aJ183n1UdXDnZqXPkL4SCnKz.html?page=5&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=101,3bdrm Block of Flats in GRA Phase 3 / Port-Harcourt for rent,6000000.0,per annum,Block of Flats,3.0,4.0,,Off Sani abacha Road GRA,465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/agric/houses-apartments-for-rent/2bdrm-block-of-flats-in-fred-estate-agric-for-rent-cEahqfHYASHKIH4DoRaNzOMj.html?page=1&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=275,"2bdrm Block of Flats in Fred Estate, Agric for rent",700000.0,per annum,Block of Flats,2.0,2.0,3.0,Agbede olosugbo Asolo Agric Ikorodu Lagos,500.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Dining Area, Dishwasher, Kitchen Cabinets, Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-cedarwood-estate-port-harcourt-for-rent-hS2ngIzfDWKDCpVHFZu2RJsd.html?page=2&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=47,"2bdrm Block of Flats in Cedarwood Estate, Port-Harcourt for rent",2000000.0,per annum,Block of Flats,2.0,3.0,,SARS Road,555.0,Semi-Furnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-shell-cooperative-port-harcourt-for-rent-6qfRQXKd6xL7AoxAkc8IMzJ1.html?page=1&pos=9&cur_pos=9&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=8,"2bdrm Block of Flats in Shell Cooperative, Port-Harcourt for rent",2500000.0,per annum,Block of Flats,2.0,3.0,,"Eliozu, portharcourt",456.0,Unfurnished,Newly-Built,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/asokoro/houses-apartments-for-rent/7bdrm-duplex-in-asokoro-main-for-rent-n3D7qtkgzwAWmrMG2vvJkOt5.html?page=5&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=375,7bdrm Duplex in Asokoro Main for rent,25000000.0,per annum,Duplex,7.0,10.0,10.0,linder chalker,1000.0,Unfurnished,Newly-Built,"Balcony, 24-hour Electricity, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/ushafa/houses-apartments-for-rent/1bdrm-block-of-flats-in-ushafa-for-rent-aKhVjZeSyJR9bOfqR3Tln2nc.html?page=8&pos=13&cur_pos=13&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=447,1bdrm Block of Flats in Ushafa for rent,1200000.0,per annum,Block of Flats,1.0,1.0,1.0,Scc Ushafa,1500.0,Unfurnished,Fairly Used,"24-hour Electricity, Balcony, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor",
Jiji,https://jiji.ng/wuse-zone-4/houses-apartments-for-rent/3bdrm-block-of-flats-in-wuse-for-rent-hfRYuErIcNCNT0ZCiXQK2oQk.html?page=2&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=300,3bdrm Block of Flats in Wuse for rent,9000000.0,per annum,Block of Flats,3.0,4.0,4.0,Wuse,3000.0,Unfurnished,Renovated,,
Jiji,https://jiji.ng/ilaje/houses-apartments-for-rent/3bdrm-apartment-in-ilaje-for-rent-iOiugfJs4Jh3BWQgLcr6iCsg.html?page=6&pos=15&cur_pos=15&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=401,3bdrm Apartment in Ilaje for rent,3700000.0,per annum,Apartment,3.0,3.0,4.0,Mobil Road,600.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-bvlM7Of2vxxo5exGFotXujju.html?page=4&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=348,4bdrm Duplex in Chevron for rent,14000000.0,per annum,Duplex,4.0,4.0,5.0,Chevron,300.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/soluyi/houses-apartments-for-rent/5bdrm-duplex-in-shadia-estate-soluyi-for-rent-dRoPxw7vIRricluUT6tmbJZP.html?page=10&pos=18&cur_pos=18&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=500,"5bdrm Duplex in Shadia Estate, Soluyi for rent",10000000.0,per annum,Duplex,5.0,5.0,5.0,"2, Canal Close Shadia Estate Sholuyi gbagada lagos",500.0,Unfurnished,Fairly Used,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-yZ6cPhbWPz7s0i0SArrjsMOu.html?page=8&pos=1&cur_pos=1&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=168,2bdrm Block of Flats in Port-Harcourt for rent,2500000.0,per annum,Block of Flats,2.0,3.0,,Shell corporative,466.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-apartment-in-port-harcourt-for-rent-u5g9QhyAp9OFdNDMCWkL6Ar3.html?page=9&pos=23&cur_pos=23&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=214,3bdrm Apartment in Port-Harcourt for rent,1800000.0,per annum,Apartment,3.0,3.0,3.0,"Woji Road, Port Harcourt",465.0,Unfurnished,Fairly Used,,
Jiji,https://jiji.ng/asokoro/houses-apartments-for-rent/studio-apartment-in-naf-valley-estate-asokoro-for-rent-iFy6egejZAx1zFX7jzSFg02c.html?page=1&pos=22&cur_pos=22&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=288,"Studio Apartment in Naf Valley Estate, Asokoro for rent",2500000.0,per annum,Studio Apartment,1.0,1.0,1.0,Asokoro,150.0,Semi-Furnished,Renovated,"24-hour Electricity, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-apartment-in-port-harcourt-for-rent-yKxnoYH3A4gsScuAMPzF3PfX.html?page=10&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=220,2bdrm Apartment in Port-Harcourt for rent,2500000.0,per annum,Apartment,2.0,2.0,3.0,Eneka,900.0,Unfurnished,Newly-Built,,
Jiji,https://jiji.ng/life-camp/houses-apartments-for-rent/furnished-2bdrm-apartment-in-lifecamp-for-rent-8nhnv3r5tSZZLGzuUoD3xCpl.html?page=3&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=323,"1bdrm Block of Flats in Osongama Estate, Uyo for rent",,,,,,,,,,,,
Jiji,https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-unity-estate-port-harcourt-for-rent-64BDFnuJHHz4kS6QGEgZwhTh.html?page=4&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=87,"3bdrm Block of Flats in Unity Estate, Port-Harcourt for rent",3000000.0,per annum,Block of Flats,3.0,4.0,,GU AKE Road Eliozu,555.0,Unfurnished,Fairly Used,Apartment,
